Query_ID	Doc_ID	Rank	Score
2	717	108	30.5
2	660	109	30.5
2	987	110	30.5
2	1292	111	30.5
2	917	112	30.5
2	1370	113	30.5
2	341	114	30.5
2	806	115	30.0
2	484	116	30.0
2	401	117	30.0
2	25	118	30.0
2	325	119	30.0
2	677	120	30.0
2	1325	121	30.0
2	1104	122	30.0
2	110	123	30.0
2	149	124	30.0
2	903	125	30.0
2	289	126	30.0
2	174	127	30.0
2	29	128	30.0
2	1202	129	30.0
2	1352	130	30.0
2	1300	131	29.5
2	1092	132	29.5
2	101	133	29.5
2	274	134	29.5
2	202	135	29.5
2	156	136	29.5
2	100	137	29.5
2	187	138	29.0
2	80	139	29.0
2	1246	140	29.0
2	1383	141	29.0
2	1351	142	29.0
2	1303	143	29.0
2	300	144	28.5
2	12	145	28.5
2	1095	146	28.5
2	77	147	28.5
2	1199	148	28.5
2	889	149	28.5
2	476	150	28.5
2	177	151	28.5
2	696	152	28.5
2	1250	153	28.5
2	794	154	28.5
2	204	155	28.5
2	441	156	28.0
2	124	157	28.0
2	1134	158	28.0
2	934	159	28.0
2	197	160	28.0
2	986	161	28.0
2	810	162	28.0
2	845	163	28.0
2	395	164	28.0
2	767	165	28.0
2	1271	166	28.0
2	1307	167	28.0
2	991	168	28.0
2	288	169	28.0
2	933	170	28.0
2	334	171	27.5
2	734	172	27.5
2	563	173	27.5
2	1373	174	27.5
2	1175	175	27.5
2	342	176	27.0
2	1218	177	27.0
2	59	178	27.0
2	704	179	27.0
2	229	180	27.0
2	213	181	27.0
2	443	182	27.0
2	375	183	26.5
2	192	184	26.5
2	1224	185	26.5
2	24	186	26.5
2	92	187	26.5
2	649	188	26.5
2	685	189	26.5
2	779	190	26.5
2	328	191	26.5
2	9	192	26.5
2	844	193	26.5
2	1163	194	26.0
2	1107	195	26.0
2	601	196	26.0
2	164	197	26.0
2	996	198	26.0
2	820	199	26.0
2	123	200	26.0
3	798	1	31.0
3	826	2	26.5
3	329	3	26.5
3	131	4	26.0
3	1313	5	25.5
3	927	6	25.0
3	1201	7	24.0
3	89	8	23.0
3	49	9	22.0
3	695	10	22.0
3	792	11	21.5
3	73	12	21.5
3	262	13	21.0
3	225	14	21.0
3	1040	15	21.0
3	499	16	21.0
3	1147	17	21.0
3	662	18	20.5
3	1204	19	20.0
3	344	20	20.0
3	244	21	20.0
3	99	22	20.0
3	1047	23	20.0
3	992	24	19.5
3	928	25	19.0
3	874	26	19.0
3	721	27	19.0
3	1392	28	18.5
3	673	29	18.5
3	1072	30	18.5
3	83	31	18.5
3	730	32	18.5
3	441	33	18.0
3	576	34	18.0
3	704	35	18.0
3	202	36	18.0
3	210	37	18.0
3	1226	38	17.5
3	658	39	17.5
3	140	40	17.5
3	889	41	17.5
3	640	42	17.5
3	947	43	17.0
3	962	44	17.0
3	364	45	17.0
3	976	46	17.0
3	1039	47	17.0
3	712	48	16.5
3	94	49	16.5
3	240	50	16.5
3	717	51	16.5
3	132	52	16.5
3	77	53	16.5
3	1119	54	16.5
3	452	55	16.5
3	85	56	16.0
3	934	57	16.0
3	277	58	16.0
3	315	59	16.0
3	1292	60	16.0
3	656	61	16.0
3	395	62	16.0
3	433	63	16.0
3	442	64	16.0
3	342	65	15.5
3	1268	66	15.5
3	170	67	15.5
3	33	68	15.5
3	1277	69	15.5
3	572	70	15.5
3	980	71	15.5
3	1290	72	15.5
3	417	73	15.5
3	1061	74	15.5
3	189	75	15.5
3	151	76	15.5
3	1335	77	15.5
3	1115	78	15.5
3	1352	79	15.5
3	529	80	15.0
3	625	81	15.0
3	1333	82	15.0
3	811	83	15.0
3	373	84	15.0
3	414	85	15.0
3	9	86	15.0
3	82	87	15.0
3	174	88	15.0
3	193	89	15.0
3	1307	90	15.0
3	199	91	15.0
3	564	92	15.0
3	1082	93	14.5
3	185	94	14.5
3	739	95	14.5
3	101	96	14.5
3	325	97	14.5
3	1382	98	14.5
3	828	99	14.5
3	872	100	14.5
3	1104	101	14.5
3	45	102	14.5
3	1322	103	14.5
3	946	104	14.5
3	1336	105	14.5
3	707	106	14.5
3	797	107	14.5
3	1300	108	14.0
3	216	109	14.0
3	427	110	14.0
3	197	111	14.0
3	1218	112	14.0
3	1209	113	14.0
3	560	114	14.0
3	782	115	14.0
3	1325	116	14.0
3	466	117	14.0
3	96	118	14.0
3	808	119	14.0
3	1213	120	14.0
3	270	121	14.0
3	212	122	14.0
3	1375	123	14.0
3	917	124	14.0
3	991	125	14.0
3	1239	126	14.0
3	1144	127	14.0
3	459	128	14.0
3	14	129	14.0
3	1134	130	13.5
3	827	131	13.5
3	710	132	13.5
3	401	133	13.5
3	56	134	13.5
3	677	135	13.5
3	44	136	13.5
3	24	137	13.5
3	649	138	13.5
3	820	139	13.5
3	272	140	13.5
3	1381	141	13.5
3	1342	142	13.5
3	1351	143	13.5
3	689	144	13.5
3	252	145	13.5
3	155	146	13.5
3	29	147	13.5
3	542	148	13.5
3	1167	149	13.5
3	434	150	13.0
3	806	151	13.0
3	588	152	13.0
3	206	153	13.0
3	987	154	13.0
3	1169	155	13.0
3	733	156	13.0
3	247	157	13.0
3	766	158	13.0
3	234	159	13.0
3	579	160	13.0
3	767	161	13.0
3	1225	162	13.0
3	476	163	13.0
3	773	164	13.0
3	1263	165	13.0
3	635	166	13.0
3	869	167	13.0
3	1220	168	13.0
3	129	169	13.0
3	589	170	13.0
3	675	171	13.0
3	165	172	12.5
3	171	173	12.5
3	1244	174	12.5
3	352	175	12.5
3	1207	176	12.5
3	110	177	12.5
3	179	178	12.5
3	692	179	12.5
3	328	180	12.5
3	1122	181	12.5
3	1383	182	12.5
3	740	183	12.5
3	1303	184	12.5
3	198	185	12.5
3	933	186	12.5
3	1154	187	12.0
3	614	188	12.0
3	187	189	12.0
3	124	190	12.0
3	144	191	12.0
3	1356	192	12.0
3	599	193	12.0
3	138	194	12.0
3	698	195	12.0
3	1264	196	12.0
3	1108	197	12.0
3	907	198	12.0
3	274	199	12.0
3	584	200	12.0
4	1313	1	91.0
4	798	2	85.0
4	1201	3	81.0
4	329	4	69.0
4	417	5	63.0
4	1239	6	60.0
4	1040	7	59.5
4	721	8	58.5
4	927	9	58.0
4	89	10	58.0
4	499	11	56.5
4	140	12	56.0
4	244	13	55.0
4	131	14	55.0
4	94	15	54.5
4	272	16	54.5
4	1147	17	54.5
4	1244	18	53.5
4	73	19	53.5
4	992	20	52.5
4	640	21	52.5
4	1047	22	52.0
4	262	23	51.5
4	452	24	51.0
4	928	25	50.0
4	160	26	50.0
4	576	27	49.5
4	193	28	49.0
4	827	29	48.0
4	49	30	48.0
4	96	31	48.0
4	165	32	47.5
4	946	33	47.5
4	962	34	47.0
4	662	35	47.0
4	757	36	46.5
4	433	37	46.5
4	1144	38	46.5
4	1375	39	46.0
4	1268	40	45.5
4	797	41	45.0
4	344	42	44.5
4	206	43	44.5
4	695	44	44.5
4	874	45	44.0
4	660	46	44.0
4	673	47	44.0
4	1248	48	44.0
4	1082	49	43.5
4	364	50	43.5
4	522	51	43.5
4	1342	52	43.5
4	917	53	43.5
4	1198	54	43.5
4	1392	55	42.5
4	423	56	42.5
4	210	57	42.5
4	792	58	42.0
4	625	59	42.0
4	25	60	42.0
4	1382	61	42.0
4	976	62	42.0
4	85	63	41.5
4	401	64	41.5
4	572	65	41.5
4	82	66	41.5
4	1235	67	41.5
4	826	68	41.0
4	375	69	41.0
4	14	70	41.0
4	1356	71	40.5
4	197	72	40.5
4	315	73	40.5
4	1072	74	40.5
4	110	75	40.5
4	189	76	40.5
4	696	77	40.5
4	730	78	40.5
4	170	79	40.0
4	62	80	40.0
4	1066	81	40.0
4	1252	82	40.0
4	1104	83	39.5
4	132	84	39.5
4	1061	85	39.5
4	341	86	39.5
4	151	87	39.5
4	1108	88	39.0
4	155	89	39.0
4	163	90	39.0
4	1134	91	38.5
4	1209	92	38.5
4	234	93	38.5
4	493	94	38.0
4	1325	95	38.0
4	1242	96	38.0
4	173	97	38.0
4	166	98	38.0
4	710	99	37.5
4	811	100	37.5
4	536	101	37.5
4	373	102	37.5
4	274	103	37.5
4	991	104	37.5
4	199	105	37.5
4	548	106	37.0
4	677	107	37.0
4	560	108	37.0
4	987	109	37.0
4	1277	110	37.0
4	77	111	37.0
4	889	112	37.0
4	459	113	37.0
4	277	114	36.5
4	157	115	36.5
4	561	116	36.5
4	149	117	36.5
4	1351	118	36.5
4	731	119	36.5
4	83	120	36.5
4	794	121	36.5
4	198	122	36.5
4	947	123	36.0
4	1224	124	36.0
4	1292	125	36.0
4	996	126	36.0
4	903	127	36.0
4	1271	128	36.0
4	266	129	36.0
4	1039	130	36.0
4	317	131	36.0
4	1092	132	35.5
4	484	133	35.5
4	717	134	35.5
4	1307	135	35.5
4	563	136	35.5
4	1175	137	35.5
4	1380	138	35.5
4	1154	139	35.0
4	786	140	35.0
4	739	141	35.0
4	97	142	35.0
4	294	143	35.0
4	24	144	35.0
4	212	145	35.0
4	656	146	35.0
4	1383	147	35.0
4	9	148	35.0
4	1370	149	35.0
4	174	150	35.0
4	434	151	34.5
4	240	152	34.5
4	820	153	34.5
4	1381	154	34.5
4	704	155	34.5
4	205	156	34.5
4	1119	157	34.5
4	1212	158	34.0
4	1164	159	34.0
4	300	160	34.0
4	33	161	34.0
4	1199	162	34.0
4	734	163	34.0
4	1310	164	34.0
4	1229	165	34.0
4	705	166	33.5
4	1035	167	33.5
4	1343	168	33.5
4	1322	169	33.5
4	1225	170	33.5
4	523	171	33.5
4	213	172	33.5
4	1373	173	33.5
4	933	174	33.5
4	325	175	33.0
4	342	176	33.0
4	466	177	33.0
4	575	178	33.0
4	179	179	33.0
4	683	180	33.0
4	211	181	33.0
4	99	182	33.0
4	565	183	33.0
4	156	184	33.0
4	133	185	32.5
4	80	186	32.5
4	1226	187	32.5
4	164	188	32.5
4	289	189	32.5
4	667	190	32.5
4	689	191	32.5
4	1261	192	32.5
4	1202	193	32.5
4	1300	194	32.0
4	1107	195	32.0
4	185	196	32.0
4	828	197	32.0
4	989	198	32.0
4	56	199	32.0
4	334	200	32.0
5	1201	1	22.0
5	1313	2	20.0
5	329	3	16.5
5	1147	4	16.0
5	798	5	14.5
5	77	6	14.0
5	1248	7	13.5
5	193	8	13.5
5	94	9	13.0
5	151	10	13.0
5	1392	11	12.5
5	373	12	12.5
5	1380	13	12.5
5	640	14	12.5
5	49	15	12.0
5	499	16	12.0
5	1239	17	12.0
5	160	18	12.0
5	792	19	11.5
5	928	20	11.5
5	1244	21	11.5
5	417	22	11.5
5	1342	23	11.5
5	1066	24	11.5
5	101	25	11.0
5	262	26	11.0
5	1035	27	11.0
5	811	28	11.0
5	757	29	11.0
5	244	30	11.0
5	827	31	10.5
5	272	32	10.5
5	1375	33	10.5
5	51	34	10.5
5	1310	35	10.5
5	542	36	10.5
5	163	37	10.5
5	540	38	10.5
5	1047	39	10.5
5	962	40	10.0
5	660	41	10.0
5	1242	42	10.0
5	62	43	10.0
5	536	44	10.0
5	572	45	10.0
5	976	46	10.0
5	234	47	10.0
5	146	48	10.0
5	1268	49	9.5
5	294	50	9.5
5	315	51	9.5
5	576	52	9.5
5	624	53	9.5
5	1251	54	9.5
5	523	55	9.5
5	1271	56	9.5
5	89	57	9.5
5	304	58	9.5
5	14	59	9.5
5	85	60	9.0
5	625	61	9.0
5	25	62	9.0
5	837	63	9.0
5	504	64	9.0
5	381	65	9.0
5	114	66	9.0
5	563	67	9.0
5	155	68	9.0
5	1300	69	8.5
5	292	70	8.5
5	1226	71	8.5
5	874	72	8.5
5	828	73	8.5
5	172	74	8.5
5	1072	75	8.5
5	349	76	8.5
5	1061	77	8.5
5	1321	78	8.5
5	917	79	8.5
5	1198	80	8.5
5	484	81	8.0
5	520	82	8.0
5	344	83	8.0
5	197	84	8.0
5	44	85	8.0
5	872	86	8.0
5	753	87	8.0
5	42	88	8.0
5	1019	89	8.0
5	24	90	8.0
5	876	91	8.0
5	110	92	8.0
5	575	93	8.0
5	658	94	8.0
5	903	95	8.0
5	202	96	8.0
5	1040	97	8.0
5	889	98	8.0
5	667	99	8.0
5	683	100	8.0
5	1294	101	8.0
5	368	102	8.0
5	103	103	8.0
5	1212	104	7.5
5	715	105	7.5
5	1309	106	7.5
5	97	107	7.5
5	401	108	7.5
5	1382	109	7.5
5	1209	110	7.5
5	134	111	7.5
5	1333	112	7.5
5	1387	113	7.5
5	364	114	7.5
5	149	115	7.5
5	552	116	7.5
5	168	117	7.5
5	721	118	7.5
5	641	119	7.5
5	27	120	7.5
5	1202	121	7.5
5	452	122	7.5
5	894	123	7.0
5	28	124	7.0
5	826	125	7.0
5	165	126	7.0
5	453	127	7.0
5	786	128	7.0
5	240	129	7.0
5	157	130	7.0
5	1356	131	7.0
5	1295	132	7.0
5	588	133	7.0
5	777	134	7.0
5	1197	135	7.0
5	560	136	7.0
5	1316	137	7.0
5	1374	138	7.0
5	1296	139	7.0
5	608	140	7.0
5	1325	141	7.0
5	887	142	7.0
5	73	143	7.0
5	688	144	7.0
5	1343	145	7.0
5	406	146	7.0
5	1108	147	7.0
5	813	148	7.0
5	825	149	7.0
5	132	150	7.0
5	704	151	7.0
5	573	152	7.0
5	946	153	7.0
5	899	154	7.0
5	1235	155	7.0
5	731	156	7.0
5	266	157	7.0
5	29	158	7.0
5	1252	159	7.0
5	1259	160	7.0
5	530	161	7.0
5	1119	162	7.0
5	1075	163	7.0
5	410	164	6.5
5	1082	165	6.5
5	921	166	6.5
5	1238	167	6.5
5	752	168	6.5
5	216	169	6.5
5	601	170	6.5
5	57	171	6.5
5	682	172	6.5
5	363	173	6.5
5	548	174	6.5
5	56	175	6.5
5	1330	176	6.5
5	677	177	6.5
5	191	178	6.5
5	33	179	6.5
5	152	180	6.5
5	749	181	6.5
5	493	182	6.5
5	815	183	6.5
5	92	184	6.5
5	1104	185	6.5
5	1391	186	6.5
5	1137	187	6.5
5	212	188	6.5
5	562	189	6.5
5	1279	190	6.5
5	927	191	6.5
5	579	192	6.5
5	734	193	6.5
5	131	194	6.5
5	78	195	6.5
5	267	196	6.5
5	1183	197	6.5
5	1335	198	6.5
5	1219	199	6.5
5	857	200	6.5
6	798	1	31.0
6	315	2	25.5
6	1313	3	24.5
6	329	4	23.5
6	757	5	21.0
6	244	6	20.0
6	225	7	19.0
6	522	8	19.0
6	927	9	19.0
6	193	10	18.5
6	928	11	18.0
6	89	12	17.5
6	576	13	17.0
6	1201	14	17.0
6	452	15	17.0
6	294	16	16.5
6	779	17	16.5
6	688	18	16.0
6	257	19	15.5
6	344	20	15.5
6	1244	21	15.5
6	189	22	15.5
6	1239	23	15.5
6	160	24	15.5
6	165	25	15.0
6	132	26	15.0
6	696	27	15.0
6	94	28	14.5
6	1204	29	14.5
6	826	30	14.5
6	97	31	14.5
6	572	32	14.5
6	212	33	14.5
6	433	34	14.5
6	640	35	14.5
6	187	36	14.0
6	986	37	14.0
6	536	38	14.0
6	1248	39	14.0
6	373	40	14.0
6	499	41	14.0
6	1147	42	14.0
6	1047	43	14.0
6	660	44	13.5
6	1325	45	13.5
6	721	46	13.5
6	662	47	13.5
6	1380	48	13.5
6	792	49	13.0
6	997	50	13.0
6	59	51	13.0
6	987	52	13.0
6	455	53	13.0
6	364	54	13.0
6	946	55	13.0
6	234	56	13.0
6	675	57	13.0
6	827	58	12.5
6	197	59	12.5
6	262	60	12.5
6	996	61	12.5
6	417	62	12.5
6	395	63	12.5
6	1289	64	12.5
6	869	65	12.5
6	1302	66	12.5
6	1198	67	12.5
6	85	68	12.0
6	1082	69	12.0
6	277	70	12.0
6	80	71	12.0
6	49	72	12.0
6	856	73	12.0
6	1268	74	12.0
6	962	75	12.0
6	1209	76	12.0
6	206	77	12.0
6	673	78	12.0
6	33	79	12.0
6	1035	80	12.0
6	704	81	12.0
6	202	82	12.0
6	140	83	12.0
6	1007	84	12.0
6	9	85	12.0
6	767	86	12.0
6	1225	87	12.0
6	683	88	12.0
6	51	89	12.0
6	99	90	12.0
6	1310	91	12.0
6	163	92	12.0
6	1229	93	12.0
6	434	94	11.5
6	569	95	11.5
6	401	96	11.5
6	1072	97	11.5
6	811	98	11.5
6	423	99	11.5
6	272	100	11.5
6	149	101	11.5
6	179	102	11.5
6	976	103	11.5
6	837	104	11.5
6	1351	105	11.5
6	131	106	11.5
6	857	107	11.5
6	83	108	11.5
6	626	109	11.5
6	1281	110	11.5
6	146	111	11.5
6	199	112	11.5
6	564	113	11.5
6	992	114	11.0
6	441	115	11.0
6	216	116	11.0
6	25	117	11.0
6	363	118	11.0
6	491	119	11.0
6	571	120	11.0
6	1273	121	11.0
6	270	122	11.0
6	562	123	11.0
6	328	124	11.0
6	416	125	11.0
6	1040	126	11.0
6	77	127	11.0
6	282	128	11.0
6	1321	129	11.0
6	381	130	11.0
6	1263	131	11.0
6	229	132	11.0
6	1066	133	11.0
6	222	134	11.0
6	1039	135	11.0
6	198	136	11.0
6	1144	137	11.0
6	797	138	11.0
6	1075	139	11.0
6	1212	140	10.5
6	1092	141	10.5
6	240	142	10.5
6	1356	143	10.5
6	1226	144	10.5
6	999	145	10.5
6	782	146	10.5
6	134	147	10.5
6	466	148	10.5
6	123	149	10.5
6	1386	150	10.5
6	148	151	10.5
6	825	152	10.5
6	1061	153	10.5
6	917	154	10.5
6	379	155	10.5
6	151	156	10.5
6	1235	157	10.5
6	1074	158	10.5
6	1307	159	10.5
6	794	160	10.5
6	1154	161	10.0
6	1392	162	10.0
6	599	163	10.0
6	600	164	10.0
6	191	165	10.0
6	649	166	10.0
6	96	167	10.0
6	685	168	10.0
6	62	169	10.0
6	406	170	10.0
6	1391	171	10.0
6	289	172	10.0
6	1375	173	10.0
6	998	174	10.0
6	1195	175	10.0
6	121	176	10.0
6	635	177	10.0
6	731	178	10.0
6	266	179	10.0
6	558	180	10.0
6	623	181	10.0
6	1373	182	10.0
6	1119	183	10.0
6	759	184	10.0
6	620	185	10.0
6	1241	186	9.5
6	806	187	9.5
6	979	188	9.5
6	921	189	9.5
6	185	190	9.5
6	375	191	9.5
6	1224	192	9.5
6	989	193	9.5
6	959	194	9.5
6	1182	195	9.5
6	218	196	9.5
6	493	197	9.5
6	815	198	9.5
6	1213	199	9.5
6	805	200	9.5
7	1201	1	101.5
7	1313	2	95.0
7	798	3	83.5
7	1147	4	65.5
7	329	5	64.0
7	94	6	63.5
7	1040	7	63.0
7	89	8	62.0
7	721	9	61.5
7	417	10	58.0
7	927	11	57.5
7	499	12	57.0
7	1239	13	57.0
7	1382	14	56.5
7	1244	15	53.5
7	262	16	53.0
7	433	17	53.0
7	193	18	52.5
7	962	19	51.5
7	73	20	51.0
7	49	21	50.5
7	640	22	50.5
7	992	23	50.0
7	244	24	50.0
7	1248	25	49.0
7	673	26	48.5
7	131	27	48.5
7	827	28	47.5
7	976	29	47.5
7	452	30	47.5
7	874	31	47.0
7	423	32	47.0
7	140	33	47.0
7	160	34	47.0
7	757	35	46.5
7	234	36	46.0
7	792	37	45.5
7	1047	38	45.5
7	928	39	45.0
7	197	40	45.0
7	62	41	45.0
7	272	42	45.0
7	151	43	45.0
7	1392	44	44.0
7	373	45	44.0
7	189	46	44.0
7	946	47	43.5
7	662	48	43.5
7	56	49	43.0
7	315	50	43.0
7	364	51	43.0
7	174	52	43.0
7	797	53	43.0
7	1082	54	42.5
7	277	55	42.5
7	199	56	42.5
7	1375	57	41.5
7	155	58	41.5
7	1144	59	41.5
7	165	60	41.0
7	1268	61	41.0
7	206	62	41.0
7	695	63	41.0
7	96	64	41.0
7	811	65	41.0
7	1342	66	41.0
7	563	67	41.0
7	25	68	40.5
7	947	69	40.5
7	1104	70	40.5
7	110	71	40.5
7	572	72	40.5
7	522	73	40.5
7	210	74	40.5
7	1277	75	40.0
7	225	76	40.0
7	917	77	40.0
7	1271	78	40.0
7	1307	79	40.0
7	163	80	40.0
7	85	81	39.5
7	826	82	39.5
7	903	83	39.5
7	77	84	39.5
7	696	85	39.5
7	660	86	39.0
7	1300	87	38.5
7	57	88	38.5
7	170	89	38.5
7	1072	90	38.5
7	683	91	38.5
7	274	92	37.5
7	1198	93	37.5
7	1352	94	37.5
7	1212	95	37.0
7	101	96	37.0
7	80	97	37.0
7	157	98	37.0
7	344	99	37.0
7	1108	100	37.0
7	1381	101	37.0
7	173	102	37.0
7	1066	103	37.0
7	443	104	37.0
7	1229	105	37.0
7	122	106	36.5
7	576	107	36.5
7	996	108	36.5
7	179	109	36.5
7	132	110	36.5
7	82	111	36.5
7	1235	112	36.5
7	1039	113	36.5
7	717	114	36.0
7	1226	115	36.0
7	677	116	36.0
7	1343	117	36.0
7	1061	118	36.0
7	1351	119	36.0
7	1134	120	35.5
7	548	121	35.5
7	536	122	35.5
7	1225	123	35.5
7	83	124	35.5
7	794	125	35.5
7	304	126	35.5
7	712	127	35.0
7	434	128	35.0
7	484	129	35.0
7	1242	130	35.0
7	341	131	35.0
7	133	132	34.5
7	806	133	34.5
7	1164	134	34.5
7	625	135	34.5
7	1292	136	34.5
7	1166	137	34.5
7	212	138	34.5
7	205	139	34.5
7	213	140	34.5
7	1347	141	34.0
7	240	142	34.0
7	739	143	34.0
7	401	144	34.0
7	1356	145	34.0
7	1325	146	34.0
7	334	147	34.0
7	149	148	34.0
7	692	149	34.0
7	889	150	34.0
7	9	151	34.0
7	1310	152	34.0
7	730	153	34.0
7	933	154	34.0
7	1209	155	33.5
7	1322	156	33.5
7	636	157	33.5
7	731	158	33.5
7	1303	159	33.5
